BioSample	Experiment	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	geo_loc_name	label	sex	strain	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
SAMN02596398	SRX457350	2014-02-01	226	139	Apis mellifera	SRR1152804	SRS549738	Ambonb_109A_20120126	Sweden	109A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596398	SRX457350	2014-02-01	221	134	Apis mellifera	SRR1152805	SRS549738	Ambonb_109A_20120126	Sweden	109A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596398	SRX457350	2014-02-01	238	146	Apis mellifera	SRR1152806	SRS549738	Ambonb_109A_20120126	Sweden	109A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596398	SRX457350	2014-02-01	223	139	Apis mellifera	SRR1152807	SRS549738	Ambonb_109A_20120126	Sweden	109A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596398	SRX457350	2014-02-02	214	133	Apis mellifera	SRR1152808	SRS549738	Ambonb_109A_20120126	Sweden	109A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-01-31	89	54	Apis mellifera	SRR1152809	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-02-01	238	145	Apis mellifera	SRR1152810	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-02-01	236	142	Apis mellifera	SRR1152811	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-02-01	265	160	Apis mellifera	SRR1152812	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-02-01	244	150	Apis mellifera	SRR1152813	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596399	SRX457351	2014-02-02	238	146	Apis mellifera	SRR1152814	SRS549739	Ambonb_112_20120113	Sweden	112	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-01-31	75	45	Apis mellifera	SRR1152815	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-02-01	205	125	Apis mellifera	SRR1152816	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-02-01	203	122	Apis mellifera	SRR1152817	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-02-01	232	141	Apis mellifera	SRR1152818	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-02-01	209	128	Apis mellifera	SRR1152819	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596400	SRX457352	2014-02-02	207	127	Apis mellifera	SRR1152820	SRS549740	Ambonb_118_20120113	Sweden	118	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-01-31	79	47	Apis mellifera	SRR1152821	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-02-01	219	133	Apis mellifera	SRR1152822	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-02-01	219	131	Apis mellifera	SRR1152823	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-02-01	261	157	Apis mellifera	SRR1152824	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-02-01	228	140	Apis mellifera	SRR1152825	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596401	SRX457353	2014-02-02	229	140	Apis mellifera	SRR1152826	SRS549741	Ambonb_126_20120113	Sweden	126	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-01-31	77	46	Apis mellifera	SRR1152827	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-02-01	207	126	Apis mellifera	SRR1152828	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-02-01	206	123	Apis mellifera	SRR1152829	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-02-01	231	141	Apis mellifera	SRR1152830	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-02-01	208	128	Apis mellifera	SRR1152831	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596402	SRX457354	2014-02-02	206	126	Apis mellifera	SRR1152832	SRS549742	Ambonb_127A_20120126	Sweden	127A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-01-31	93	56	Apis mellifera	SRR1152833	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-02-01	251	152	Apis mellifera	SRR1152834	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-02-01	247	148	Apis mellifera	SRR1152835	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-02-01	280	168	Apis mellifera	SRR1152836	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-02-01	255	156	Apis mellifera	SRR1152837	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596403	SRX457355	2014-02-02	251	153	Apis mellifera	SRR1152838	SRS549743	Ambonb_143_20120113	Sweden	143	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-01-31	93	56	Apis mellifera	SRR1152839	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-02-01	254	154	Apis mellifera	SRR1152840	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-02-01	254	151	Apis mellifera	SRR1152841	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-02-01	299	180	Apis mellifera	SRR1152842	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-02-01	264	161	Apis mellifera	SRR1152843	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596404	SRX457356	2014-02-02	263	160	Apis mellifera	SRR1152844	SRS549744	Ambona_1100B_20120210	Sweden	1100B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-01-31	82	49	Apis mellifera	SRR1152845	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-02-01	198	122	Apis mellifera	SRR1152846	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-02-01	201	123	Apis mellifera	SRR1152847	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-02-01	207	128	Apis mellifera	SRR1152848	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-02-01	203	127	Apis mellifera	SRR1152849	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596405	SRX457357	2014-02-02	189	118	Apis mellifera	SRR1152850	SRS549745	Ambona_1101_20120113	Sweden	1101	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-01-31	91	55	Apis mellifera	SRR1152851	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-02-01	242	148	Apis mellifera	SRR1152852	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-02-01	239	144	Apis mellifera	SRR1152853	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-02-01	265	161	Apis mellifera	SRR1152854	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-02-01	247	152	Apis mellifera	SRR1152855	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596406	SRX457358	2014-02-02	239	147	Apis mellifera	SRR1152856	SRS549746	Ambona_1102_20120113	Sweden	1102	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-01-31	112	68	Apis mellifera	SRR1152857	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-02-01	323	195	Apis mellifera	SRR1152858	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-02-01	330	197	Apis mellifera	SRR1152859	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-02-01	407	246	Apis mellifera	SRR1152860	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-02-01	330	201	Apis mellifera	SRR1152861	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596407	SRX457359	2014-02-02	351	213	Apis mellifera	SRR1152862	SRS549747	Ambona_1103A_20120210	Sweden	1103A	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-01-31	62	37	Apis mellifera	SRR1152863	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-02-01	164	101	Apis mellifera	SRR1152864	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-02-01	161	97	Apis mellifera	SRR1152865	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-02-01	177	109	Apis mellifera	SRR1152866	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-02-01	165	102	Apis mellifera	SRR1152867	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596408	SRX457360	2014-02-02	159	98	Apis mellifera	SRR1152868	SRS549748	Ambona_1104_20120113	Sweden	1104	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-01-31	122	74	Apis mellifera	SRR1152869	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-02-01	331	199	Apis mellifera	SRR1152870	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-02-01	328	195	Apis mellifera	SRR1152871	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-02-01	375	226	Apis mellifera	SRR1152872	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-02-01	337	205	Apis mellifera	SRR1152873	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596409	SRX457361	2014-02-02	329	200	Apis mellifera	SRR1152874	SRS549749	Ambona_1106_20120113	Sweden	1106	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-01-31	63	37	Apis mellifera	SRR1152875	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-02-01	172	105	Apis mellifera	SRR1152876	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-02-01	172	103	Apis mellifera	SRR1152877	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-02-01	202	123	Apis mellifera	SRR1152878	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-02-01	178	109	Apis mellifera	SRR1152879	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596410	SRX457362	2014-02-02	179	109	Apis mellifera	SRR1152880	SRS549750	Ambona_1201B_20120210	Sweden	1201B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596411	SRX457363	2014-01-31	66	39	Apis mellifera	SRR1152881	SRS549751	Ambona_1202B_20120210	Sweden	1202B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596411	SRX457363	2014-02-01	179	109	Apis mellifera	SRR1152882	SRS549751	Ambona_1202B_20120210	Sweden	1202B	female	EU domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
